_id	model.x	model.y	lemma	newspaper	country	formality	_cws.model	_ctxt.model
fluit/noun/algemeen_dagblad_19990120_95/604	-11.29034330717	63.9388843892861	fluit	algemeen_dagblad	Netherlands	popular	harp/noun;	<small>ze met het Nationaal Jeugdorkest het Concert voor harp en</small> ze met het Nationaal Jeugdorkest het Concert voor <u>harp</u><sup>7.79</sup> en <span class='target'>fluit</span> van Mozart . <small>van Mozart .</small>
fluit/noun/algemeen_dagblad_19990206_97/220	-18.9713568736299	39.9750618658618	fluit	algemeen_dagblad	Netherlands	popular	combinatie/noun;speel/verb;viool/noun	<small>: een geraffineerde combinatie van Ierse folk - Andrea speelt</small> : een geraffineerde <u>combinatie</u><sup>2.339</sup> van Ierse folk - Andrea <u>speelt</u><sup>2.048</sup> <span class='target'>fluit</span> , en haar zus Sharon <u>viool</u><sup>6.254</sup> - en gladde popmuziek <small>, en haar zus Sharon viool - en gladde popmuziek</small>
fluit/noun/algemeen_dagblad_19990416_134/349	-54.3768590535923	43.1675590647325	fluit	algemeen_dagblad	Netherlands	popular	blaas/verb;	<small>Om 6 over 3 blies Ray Lewis gisteren op zijn</small> Om 6 over 3 <u>blies</u><sup>5.115</sup> Ray Lewis gisteren op zijn <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_19990416_134/84	-53.674675589902	43.0499635447901	fluit	algemeen_dagblad	Netherlands	popular	blaas/verb;	<small>Om 6 over 3 blies referee Ray Lewis op zijn</small> Om 6 over 3 <u>blies</u><sup>5.115</sup> referee Ray Lewis op zijn <span class='target'>fluit</span> . <small>.</small>
fluit/noun/algemeen_dagblad_19990422_89/162	-22.754875458715	56.3821396350624	fluit	algemeen_dagblad	Netherlands	popular	;klarinet/noun	<small>en files , pêle-mêle is met de snelle loopjes van</small> en files , pêle-mêle is met de snelle loopjes van <span class='target'>fluit</span> en <u>klarinet</u><sup>7.839</sup> verwant aan het idioom van Dutilleux ' . <small>en klarinet verwant aan het idioom van Dutilleux ' .</small>
fluit/noun/algemeen_dagblad_19990507_147/141	-30.062646735152	36.4855425060269	fluit	algemeen_dagblad	Netherlands	popular	combinatie/noun;elektronica/noun	<small>Die combinatie van authentieke</small> Die <u>combinatie</u><sup>2.339</sup> van authentieke <span class='target'>fluit</span> en snaar- en percussie-instrumenten met high tech <u>elektronica</u><sup>4.325</sup> maken One <small>en snaar- en percussie-instrumenten met high tech elektronica maken One</small>
fluit/noun/algemeen_dagblad_19990510_157/64	-11.9704514286969	63.9210868467771	fluit	algemeen_dagblad	Netherlands	popular	;harp/noun;orkest/noun	<small>met een licht werk , Mozarts Concert in C voor</small> met een licht werk , Mozarts Concert in C voor <span class='target'>fluit</span> , <u>harp</u><sup>7.79</sup> en <u>orkest</u><sup>3.667</sup> . <small>, harp en orkest .</small>
fluit/noun/algemeen_dagblad_19990527_137/696	-27.7732014241063	54.039710930661	fluit	algemeen_dagblad	Netherlands	popular	;saxofoon/noun;speel/verb	<small>Als kind leerde Jimi Tenor</small> Als kind leerde Jimi Tenor <span class='target'>fluit</span> en <u>saxofoon</u><sup>6.684</sup> <u>spelen</u><sup>2.048</sup> . <small>en saxofoon spelen .</small>
fluit/noun/algemeen_dagblad_19990531_105/178	-13.3639548103474	-48.4706581496974	fluit	algemeen_dagblad	Netherlands	popular	;hand/noun	<small>Want Mouidi , die op haar 17e jaar de</small> Want Mouidi , die op haar 17e jaar de <span class='target'>fluit</span> ter <u>hand</u><sup>1.482</sup> nam , heeft in Zwitserland al meer records <small>ter hand nam , heeft in Zwitserland al meer records</small>
fluit/noun/algemeen_dagblad_19990601_125/176	-27.3891168137329	59.20208949642	fluit	algemeen_dagblad	Netherlands	popular	sonate/noun;hobo/noun;klarinet/noun;trio/noun	<small>Het programmaboekje vermeldt de sonates voor</small> Het programmaboekje vermeldt de <u>sonates</u><sup>5.807</sup> voor <span class='target'>fluit</span> , <u>hobo</u><sup>8.251</sup> en <u>klarinet</u><sup>7.839</sup> , het <u>trio</u><sup>3.313</sup> voor <u>hobo</u><sup>8.251</sup> , <small>, hobo en klarinet , het trio voor hobo ,</small>
